,PandL_vs_TWAP,PandL_agent,PandL_TWAP
0,63.31351873513066,0.008583265485882945,0.005255698090617763
1,-44.58627991895773,0.0027396844101636353,0.004944054299471072
2,63.145518128337855,0.00779766342903396,0.004779575631921409
3,115.55586000607538,0.01058255804726312,0.00490942721156588
4,63.11709885870426,0.007678632814359839,0.004707435865452245
5,9.808408689650093,0.0052103524893269285,0.004744948544016216
6,-100.0,0.0,0.004794003585215225
7,9.805390775941856,0.005129411671348519,0.0046713659822176625
8,-44.588202678590996,0.0027523810090621984,0.004967139024741187
9,-44.584582714769425,0.0027285748861273786,0.004923855164859697
10,63.11709885870426,0.007678632814359839,0.004707435865452245
11,115.40739444134456,0.010233401577552398,0.0047507197253337345
12,-44.486845222641335,0.002212775555872966,0.003986038200760765
13,-44.46150635481947,0.0021096156898220875,0.0037984748079409854
14,9.78142511284325,0.0045660000952244895,0.004159173640286727
15,-100.0,0.0,0.004538628811914453
16,9.78515160147687,0.00464535383834057,0.004231313406755891
17,63.03896317488926,0.007369153216207204,0.0045198724726324664
18,-100.0,0.0,0.004584798262454681
19,114.58514819867634,0.008646326715231143,0.004029322060642255
20,9.744044719672978,0.003897841578187253,0.003551756806616511
21,112.49043222152044,0.006173664079734635,0.0029053844990529335
22,-100.0,0.0,0.003351208255832265
23,62.42817080359916,0.005597977669856683,0.003446432747571544
24,9.759298084279472,0.004145425256709333,0.00377683287800022
25,-44.40249880172001,0.0019032959577203316,0.0034233480223014295
26,9.700345137529721,0.0033280817026139077,0.003033793283368015
27,-100.0,0.0,0.0028750857971358698
28,111.3326104593029,0.005319817803805783,0.0025172725554489096
29,9.650477990066534,0.002851959243917513,0.0026009546845531108
30,-43.80131934041051,0.0009589864146391859,0.00170642158033571
31,9.488861651736629,0.0019473265723944078,0.0017785613468048334
32,57.79554361395789,0.0019413571870685064,0.0012302991216393152
33,9.368469536424454,0.0015743639797489361,0.0014395044443998592
34,-44.02208468599873,0.0011708609087590705,0.0020916479332809546
35,-44.254907092290416,0.0015303333650748374,0.00274523421749144
36,60.32011262535569,0.003036438842070192,0.0018939849731554885
37,-43.96723043382379,0.0011097585265597034,0.001980552692918469
38,108.98379129412032,0.0041390341062388135,0.001980552692918469
39,9.738846514551112,0.003820074909933501,0.0034810598354767363
40,62.980958045599714,0.007154898109793826,0.004390020892987995
41,62.751917670412126,0.0064169082988144365,0.003942754340879274
42,-44.4859148255261,0.0022088078687171665,0.0039788242241138565
43,9.733319969172658,0.0037407211668174204,0.003408920069007572
44,9.671780104191404,0.00303764700280913,0.002769761738090944
45,-100.0,0.0,0.002759662170785256
46,61.04347139417005,0.003607785792505798,0.002240255852207371
47,61.48491709454037,0.0040720051897348165,0.002521600941437079
48,-100.0,0.0,0.002240255852207371
49,58.55174304932004,0.0021794184164166813,0.0013745786545776028
50,9.352238476772243,0.0015346871081908956,0.0014034345611652769
51,104.7669293977695,0.002932857210874583,0.0014322904677529097
52,-42.38777845897172,0.0004511224586963723,0.0007830325695305943
53,-39.9854730522749,0.0002448027265946162,0.00040790578389103777
54,-100.0,0.0,1.8351044957623793e-05
55,-221.72818455346612,-4.775508260721034e-06,3.923091663807332e-06
56,-100.0,0.0,0.0004511896437725282
57,78.3088941855817,0.0009331428843498154,0.0005233294102416516
58,55.58802234289857,0.0014652347283721568,0.0009417400557627396
59,56.94542581505634,0.0017271020806551285,0.0011004475419948438
60,8.97164947306416,0.0009633401577552217,0.0008840282425873916
61,-43.29750210427829,0.0006812483137329481,0.0012014432150516412
62,9.30965616225644,0.0014394626164516166,0.001316866841402296
63,-43.78070076333609,0.0009431156660159654,0.001677565673748036
64,9.480003241075227,0.0019139980002856824,0.0017482626448878105
65,9.541992253968328,0.0021742782777063483,0.001984881078906598
66,9.588907058222738,0.002423449031090803,0.002211399945619738
67,58.19458560047378,0.002060387801742628,0.0013024388881084797
68,-43.97469955443524,0.0011176939008713026,0.001994980646212286
69,107.63235144324388,0.0036629116475424195,0.0017641333935110172
70,104.61191998823291,0.0029011157136281875,0.0014178625144590934
71,-43.77437615481404,0.0009383544414290014,0.001668908901771738
72,-43.872798774983,0.001018501721976224,0.0018146312300394158
73,61.07632203268781,0.0036387337523210747,0.002259012191489357
74,9.661736435152731,0.0029471837356567923,0.002687522404316092
75,-44.20475272451531,0.0014351088733355582,0.0025720987779654777
76,-44.23064643602266,0.0014827211192051978,0.0026586664977284588
77,-44.288558780578924,0.001601751733879274,0.0028750857971358698
78,61.91708804917536,0.0046552552016378215,0.0028750857971358698
79,61.91708804917536,0.0046552552016378215,0.0028750857971358698
80,62.198283389117115,0.005131377660334239,0.0031636448630124867
81,111.32266348668296,0.005313469504356468,0.00251438696479013
82,9.419656515874276,0.001714026567633197,0.001566470433385551
83,-100.0,0.0,0.0016631377204542198
84,60.80002917977785,0.003393530686092421,0.0021104042725628995
85,-44.14219996138594,0.0013319490072846803,0.0023845353851456993
86,-43.737259826184975,0.0009113741687695466,0.0016198538605727293
87,-42.9234468189366,0.000562217699058872,0.00098502391564423
88,8.161497224071704,0.0005348299449285114,0.0004944735036540186
89,53.01804417091749,0.0011319490072846578,0.0007397487096491038
90,34.69512110354097,0.00039395919630526825,0.0002924821575403829
91,-39.15908120498403,0.00021306122934817488,0.00035019397071568985
92,9.049235175742902,0.0010426939008713026,0.0009561680090565561
93,57.394165782208376,0.0018342296338618516,0.0011653733318171
94,58.963582333399664,0.0023341582154929983,0.001468360350987492
95,97.1816442178298,0.0018853878017426051,0.0009561680090565561
96,-43.038376849549245,0.0005939591963052908,0.001042735728819537
97,-43.059852934407026,0.000600307495754561,0.0010542780914545736
98,-41.19632443151198,0.00031622109539907546,0.0005377573635355091
99,-42.00096203588139,0.0003955748385151338,0.0006820368964737969
100,44.012720076026554,0.0006082143027186459,0.0004223337371848543
101,-40.739040714115745,0.0002844795981526341,0.0004800455503601612
102,116.40177343458585,0.001194938818264047,0.0005521853168293255
103,-41.091458829898286,0.00030828572108745385,0.0005233294102416516
104,-100.0,0.0,0.00019148648448358556
105,-418.0044492890873,-5.835713945628437e-05,1.8351044957623793e-05
106,-100.0,0.0,0.00014820262460209514
107,45.403375024100804,0.0004252789284070243,0.0002924821575403829
108,-25.559950746521174,1.903061467407615e-05,2.5565021604532037e-05
109,-100.0,0.0,-8.264462809917356e-05
110,-31.198256940817842,0.00010196598898569778,0.00014820262460209514
111,-545.6146612785259,-0.0001460680220286496,3.2778998251440294e-05
112,43.270383226524494,0.0005844081797838486,0.00040790578389103777
113,-42.122696225582985,0.00041144558713833185,0.0007108928030614298
114,8.694706689943878,0.0007570204256534656,0.0006964648497676133
115,-41.797738048547096,0.00037176871558031405,0.0006387530365923065
116,6.966624505997849,0.0003205748385151112,0.0002996961341872912
117,77.1269024281487,0.0009014013871034191,0.0005089014569478351
118,-43.16530675030672,0.0006336360678633088,0.0011148754952886603
119,-43.16530675030672,0.0006336360678633088,0.0011148754952886603
120,9.184580777914112,0.0012172721357266174,0.0011148754952886603
121,-43.16530675030672,0.0006336360678633088,0.0011148754952886603
122,63.10548575816419,0.0076310205684901765,0.004678579958864571
123,-44.62718716105293,0.003038054484280013,0.005486545343319031
124,220.1251455970081,0.020335061657858443,0.006352222540948841
125,-44.71774202890105,0.004006170150295978,0.007246755645166241
126,9.867703723865903,0.007549700836388443,0.0068716288595266845
127,9.869349636973928,0.007644925328127722,0.0069581965792896655
128,-44.716613610671,0.00399029940167278,0.007217899738578609
129,-44.719417906578116,0.004029976273230798,0.007290039505047732
130,-44.729069633708605,0.004172813010839716,0.007549742664336675
131,-44.712883119938894,0.003938719468647341,0.0071241180421687195
132,-100.0,0.0,0.006756205233176071
133,116.58851380160465,0.01385193226364491,0.006395506400830331
134,63.728794828659396,0.01141619411512638,0.006972624532583482
135,63.791320671058116,0.012011347188496852,0.007333323364929222
136,-100.0,0.0,0.007357850885528727
137,169.37731654846075,0.019054728292783606,0.007073620205640321
138,-100.0,0.0,0.0068716288595266845
139,63.771992312907635,0.011820898205018339,0.007217899738578609
140,9.880951550766733,0.008390850513418712,0.007636310384099656
141,63.72483692301768,0.011380484930724185,0.006950982602642757
142,9.872133539194138,0.007811568188671438,0.007109690088874862
